Feature_ID	Term_ID	Term_name
18803	mmu04670	Leukocyte transendothelial migration
19094	mmu04670	Leukocyte transendothelial migration
19229	mmu04670	Leukocyte transendothelial migration
19247	mmu04670	Leukocyte transendothelial migration
19303	mmu04670	Leukocyte transendothelial migration
19353	mmu04670	Leukocyte transendothelial migration
19354	mmu04670	Leukocyte transendothelial migration
19877	mmu04670	Leukocyte transendothelial migration
19878	mmu04670	Leukocyte transendothelial migration
20315	mmu04670	Leukocyte transendothelial migration
20469	mmu04670	Leukocyte transendothelial migration
215449	mmu04670	Leukocyte transendothelial migration
216033	mmu04670	Leukocyte transendothelial migration
21838	mmu04670	Leukocyte transendothelial migration
22165	mmu04670	Leukocyte transendothelial migration
22323	mmu04670	Leukocyte transendothelial migration
22324	mmu04670	Leukocyte transendothelial migration
22325	mmu04670	Leukocyte transendothelial migration
22329	mmu04670	Leukocyte transendothelial migration
22330	mmu04670	Leukocyte transendothelial migration
22350	mmu04670	Leukocyte transendothelial migration
223864	mmu04670	Leukocyte transendothelial migration
232906	mmu04670	Leukocyte transendothelial migration
234779	mmu04670	Leukocyte transendothelial migration
239931	mmu04670	Leukocyte transendothelial migration
242653	mmu04670	Leukocyte transendothelial migration
26415	mmu04670	Leukocyte transendothelial migration
26416	mmu04670	Leukocyte transendothelial migration
29857	mmu04670	Leukocyte transendothelial migration
53624	mmu04670	Leukocyte transendothelial migration
54354	mmu04670	Leukocyte transendothelial migration
54419	mmu04670	Leukocyte transendothelial migration
54420	mmu04670	Leukocyte transendothelial migration
56173	mmu04670	Leukocyte transendothelial migration
56492	mmu04670	Leukocyte transendothelial migration
56508	mmu04670	Leukocyte transendothelial migration
56863	mmu04670	Leukocyte transendothelial migration
57255	mmu04670	Leukocyte transendothelial migration
57257	mmu04670	Leukocyte transendothelial migration
58187	mmu04670	Leukocyte transendothelial migration
59310	mmu04670	Leukocyte transendothelial migration
60363	mmu04670	Leukocyte transendothelial migration
60595	mmu04670	Leukocyte transendothelial migration
621628	mmu04670	Leukocyte transendothelial migration
628893	mmu04670	Leukocyte transendothelial migration
64945	mmu04670	Leukocyte transendothelial migration
67268	mmu04670	Leukocyte transendothelial migration
673094	mmu04670	Leukocyte transendothelial migration
67374	mmu04670	Leukocyte transendothelial migration
67653	mmu04670	Leukocyte transendothelial migration
67938	mmu04670	Leukocyte transendothelial migration
69524	mmu04670	Leukocyte transendothelial migration
71908	mmu04670	Leukocyte transendothelial migration
73934	mmu04670	Leukocyte transendothelial migration
74734	mmu04670	Leukocyte transendothelial migration
74769	mmu04670	Leukocyte transendothelial migration
74987	mmu04670	Leukocyte transendothelial migration
75677	mmu04670	Leukocyte transendothelial migration
83964	mmu04670	Leukocyte transendothelial migration
98932	mmu04670	Leukocyte transendothelial migration
100504404	mmu04672	Intestinal immune network for IgA production
11628	mmu04672	Intestinal immune network for IgA production
12487	mmu04672	Intestinal immune network for IgA production
12519	mmu04672	Intestinal immune network for IgA production
12524	mmu04672	Intestinal immune network for IgA production
12767	mmu04672	Intestinal immune network for IgA production
12769	mmu04672	Intestinal immune network for IgA production
12777	mmu04672	Intestinal immune network for IgA production
14960	mmu04672	Intestinal immune network for IgA production
14961	mmu04672	Intestinal immune network for IgA production
14969	mmu04672	Intestinal immune network for IgA production
14998	mmu04672	Intestinal immune network for IgA production
14999	mmu04672	Intestinal immune network for IgA production
15000	mmu04672	Intestinal immune network for IgA production
